Última Medição;2018m12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Download em;2019m01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Site;http://www.ispdados.rj.gov.br/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CISP;mes;vano;mes_ano;AISP;RISP;munic;mcirc;Regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;indicador_letalidade;indicador_roubo_rua;indicador_roubo_veic;registro_ocorrencias;fase
48;5;2016;2016m5 ;24;3;Seropédica;3305554;Baixada Fluminense;1;0;0;0;4;18;0;0;10;2;0;8;11;11;0;0;0;1;0;1;0;11;45;6;1;0;4;1;19;31;0;0;0;6;16;4;11;1;15;26;12;45;1;11;1;0;1;0;0;1;12;8;263;3
50;5;2016;2016m5 ;24;3;Itaguaí;3302007;Baixada Fluminense;3;0;0;0;4;38;7;7;24;5;1;19;3;20;2;0;0;8;0;0;0;34;92;20;17;0;4;2;49;92;0;0;0;23;8;0;6;2;31;27;7;11;0;32;1;0;0;0;0;3;30;19;412;3
51;5;2016;2016m5 ;24;3;Paracambi;3303609;Baixada Fluminense;0;0;0;0;4;21;0;1;6;1;0;3;2;4;0;0;0;2;0;0;0;6;18;2;2;2;4;3;11;24;0;2;0;2;15;5;8;2;1;15;2;17;0;21;2;0;0;0;0;0;6;3;156;3
52;5;2016;2016m5 ;20;3;Nova Iguaçu;3303500;Baixada Fluminense;1;0;1;0;4;32;3;0;58;11;0;65;2;183;11;0;0;18;0;3;0;17;310;42;75;10;23;0;127;277;0;5;0;78;7;3;4;0;50;21;9;36;0;37;3;0;0;0;0;2;212;65;1000;3
53;5;2016;2016m5 ;20;3;Mesquita;3302858;Baixada Fluminense;3;0;1;1;9;59;6;1;25;6;1;59;13;120;8;0;0;17;0;1;0;14;239;30;46;2;10;1;43;132;0;0;0;17;20;0;20;0;43;33;17;59;0;53;3;0;0;0;0;5;145;59;776;3
54;5;2016;2016m5 ;39;3;Belford Roxo;3300456;Baixada Fluminense;13;0;0;7;9;113;12;0;39;16;3;71;25;191;23;0;0;23;0;2;0;25;379;28;21;3;4;2;71;129;0;0;0;44;30;0;28;3;96;59;17;38;3;79;13;0;0;1;0;20;237;71;1125;3
55;5;2016;2016m5 ;24;3;Queimados;3304144;Baixada Fluminense;10;0;0;1;10;79;3;3;20;8;0;29;9;70;3;0;0;15;0;1;0;4;139;3;13;3;6;2;43;70;0;1;0;27;24;4;18;2;7;27;4;44;0;62;14;0;0;0;0;11;88;29;614;3
56;5;2016;2016m5 ;20;3;Nova Iguaçu;3303500;Baixada Fluminense;11;0;2;0;2;64;12;0;31;11;0;89;25;203;12;0;0;40;0;2;0;32;414;18;11;6;5;1;62;103;0;1;0;22;21;2;17;2;40;42;14;48;0;51;6;0;0;1;0;13;255;89;953;3
57;5;2016;2016m5 ;20;3;Nilópolis;3303203;Baixada Fluminense;4;0;0;0;5;49;1;1;11;8;1;79;21;117;4;0;0;19;0;2;0;22;273;23;25;4;6;2;49;109;0;1;0;42;2;0;2;0;26;15;4;9;0;47;8;0;0;0;0;4;140;79;658;3
58;5;2016;2016m5 ;20;3;Nova Iguaçu;3303500;Baixada Fluminense;19;0;1;0;12;121;17;4;66;18;1;86;15;201;15;0;0;68;0;1;0;34;439;45;14;7;36;0;103;205;0;2;0;28;5;0;5;0;17;29;7;4;0;154;15;0;0;0;0;20;284;86;1275;3
59;5;2016;2016m5 ;15;3;Duque de Caxias;3301702;Baixada Fluminense;11;0;0;0;20;156;13;2;75;13;2;130;69;306;118;0;0;66;0;2;0;62;768;47;80;16;28;0;147;318;0;4;0;111;25;4;19;2;121;63;17;29;0;128;6;1;0;0;0;11;490;130;1973;3
60;5;2016;2016m5 ;15;3;Duque de Caxias;3301702;Baixada Fluminense;12;0;0;0;9;42;7;0;22;3;1;60;18;116;26;0;0;18;0;0;0;10;252;26;11;4;2;2;55;100;0;0;0;26;20;0;16;4;22;26;12;3;0;55;6;0;0;0;0;12;160;60;708;3
61;5;2016;2016m5 ;15;3;Duque de Caxias;3301702;Baixada Fluminense;4;0;0;0;2;13;3;0;13;2;2;8;2;11;2;0;0;3;0;0;0;3;33;5;2;1;0;1;13;22;0;0;0;6;2;1;1;0;6;7;0;9;0;22;0;0;0;0;0;4;16;8;164;3
62;5;2016;2016m5 ;15;3;Duque de Caxias;3301702;Baixada Fluminense;2;0;0;1;8;27;3;0;9;4;1;42;14;96;17;0;0;9;0;0;0;26;209;11;8;2;3;0;22;46;0;1;1;4;29;1;28;0;35;62;13;21;1;16;3;1;0;0;0;3;122;42;459;3
63;5;2016;2016m5 ;24;3;Japeri;3302270;Baixada Fluminense;5;0;0;1;1;32;2;0;11;3;2;1;4;27;0;0;0;3;0;0;0;8;48;7;4;1;2;0;14;28;0;0;0;4;19;2;12;5;8;13;6;55;1;26;2;0;0;0;0;6;30;1;291;3
64;5;2016;2016m5 ;21;3;São João de Meriti;3305109;Baixada Fluminense;11;0;2;6;8;143;14;4;63;19;2;207;77;311;67;0;0;80;0;4;0;48;815;38;48;9;15;0;93;203;0;2;0;73;27;2;26;1;123;84;23;27;0;116;21;0;0;0;0;19;458;207;1853;3
65;5;2016;2016m5 ;34;3;Magé;3302502;Baixada Fluminense;3;0;0;2;6;35;1;0;25;5;0;10;0;29;7;0;0;7;0;0;0;4;62;10;5;0;1;4;34;54;0;0;0;14;20;1;16;3;21;18;8;8;2;21;6;0;0;0;0;5;43;10;298;3
66;5;2016;2016m5 ;34;3;Magé;3302502;Baixada Fluminense;5;0;0;0;10;58;3;0;17;2;4;23;2;36;4;0;0;9;0;0;0;13;93;15;13;2;5;4;40;79;0;0;0;13;9;1;7;1;10;27;6;8;0;66;2;1;0;0;0;5;49;23;449;3
67;5;2016;2016m5 ;34;3;Guapimirim;3301850;Baixada Fluminense;1;0;0;0;1;20;1;0;16;1;0;9;2;17;0;0;0;2;0;0;0;2;33;3;3;0;1;3;16;26;0;0;0;5;3;0;3;0;6;7;3;11;0;15;3;0;0;0;0;1;19;9;164;3
70;5;2016;2016m5 ;35;4;Tanguá;3305752;Interior          ;0;0;1;0;1;15;0;0;3;1;0;5;0;5;3;0;0;0;0;0;0;1;15;2;2;0;1;0;12;17;0;1;0;4;4;0;2;2;1;3;0;5;0;7;0;0;0;0;0;1;8;5;84;3
71;5;2016;2016m5 ;35;4;Itaboraí;3301900;Interior          ;10;0;0;1;6;63;7;10;29;11;1;22;6;91;49;0;0;15;0;2;0;10;207;21;17;5;4;4;83;134;0;2;0;22;44;5;38;2;35;70;18;12;0;58;10;1;0;0;0;11;155;22;745;3
72;5;2016;2016m5 ;7;4;São Gonçalo;3304904;Grande Niterói    ;4;0;0;1;1;89;3;0;55;12;0;90;19;204;19;0;0;31;0;2;0;41;418;48;27;3;15;0;83;176;0;2;0;46;21;6;12;4;73;26;12;22;0;70;7;2;0;0;0;5;254;90;1103;3
73;5;2016;2016m5 ;7;4;São Gonçalo;3304904;Grande Niterói    ;5;0;1;3;4;71;1;6;49;12;2;87;10;191;21;0;0;26;0;1;0;27;377;28;13;4;4;1;59;109;0;1;0;18;35;4;32;0;36;63;24;7;0;56;6;1;0;0;0;9;238;87;832;3
74;5;2016;2016m5 ;7;4;São Gonçalo;3304904;Grande Niterói    ;8;0;1;2;1;72;4;3;65;27;1;119;10;275;31;0;0;65;0;0;0;39;567;46;48;6;19;2;100;221;0;1;0;38;41;8;29;4;54;67;36;15;0;82;9;1;1;0;0;11;371;119;1374;3
75;5;2016;2016m5 ;7;4;São Gonçalo;3304904;Grande Niterói    ;6;0;2;2;0;40;1;3;20;7;2;71;5;106;4;0;0;12;0;0;0;15;222;19;9;4;2;0;29;63;0;0;0;18;6;1;4;1;55;8;2;0;0;33;3;0;0;0;0;10;122;71;516;3
76;5;2016;2016m5 ;12;4;Niterói;3303302;Grande Niterói    ;4;0;0;2;0;48;2;1;32;4;0;20;0;96;23;0;0;26;0;1;0;6;176;19;75;10;37;12;122;275;0;6;0;51;12;0;12;0;21;34;9;75;3;37;2;1;0;0;0;6;145;20;835;3
77;5;2016;2016m5 ;12;4;Niterói;3303302;Grande Niterói    ;1;0;0;1;0;30;2;0;34;11;1;19;1;51;0;0;0;8;0;0;0;11;102;13;28;1;6;4;60;112;0;3;1;45;7;2;5;0;14;20;4;10;1;24;1;0;0;0;0;2;59;19;461;3
78;5;2016;2016m5 ;12;4;Niterói;3303302;Grande Niterói    ;5;0;0;4;2;44;4;2;16;7;0;53;4;67;20;0;0;10;0;0;0;31;192;22;9;9;13;0;26;79;0;3;0;8;20;2;15;3;30;31;5;5;1;32;1;0;0;0;0;9;97;53;494;3
79;5;2016;2016m5 ;12;4;Niterói;3303302;Grande Niterói    ;1;0;0;2;0;21;1;1;20;3;2;18;0;39;0;0;0;3;0;0;0;7;72;10;6;2;4;1;23;46;0;2;0;11;8;1;7;0;32;7;2;1;0;20;3;0;0;0;0;3;42;18;281;3
81;5;2016;2016m5 ;12;4;Niterói;3303302;Grande Niterói    ;0;0;0;1;3;40;2;1;31;5;2;18;0;44;0;0;0;0;0;0;0;8;77;11;7;1;2;1;65;87;0;2;0;20;4;1;3;0;7;14;3;4;1;25;0;0;0;0;0;1;44;18;354;3
82;5;2016;2016m5 ;12;4;Maricá;3302700;Grande Niterói    ;3;0;0;0;5;54;1;4;43;2;1;16;1;43;1;0;0;10;0;0;0;0;74;31;20;3;11;0;81;146;0;0;0;30;13;3;8;2;17;16;3;10;0;62;4;1;1;0;0;3;54;16;594;3
88;5;2016;2016m5 ;10;5;Barra do Pirai;3300308;Interior          ;1;0;0;0;4;64;2;0;5;0;0;0;0;2;0;0;0;1;0;0;0;1;4;2;1;0;1;3;25;32;0;0;0;14;30;11;19;0;4;22;4;6;1;50;0;0;0;0;0;1;3;0;236;3
89;5;2016;2016m5 ;37;5;Resende;3304201;Interior          ;2;0;0;0;0;48;1;0;12;4;1;2;0;11;1;0;0;1;0;0;0;0;20;5;4;3;10;2;49;73;0;5;0;20;20;7;13;1;2;34;7;12;1;49;1;0;0;0;0;2;13;2;356;3
90;5;2016;2016m5 ;28;5;Barra Mansa;3300407;Interior          ;5;0;0;0;9;78;1;0;10;9;0;1;3;8;4;0;0;4;0;0;0;4;33;11;14;1;8;0;67;101;0;3;0;14;29;6;21;2;8;35;8;23;2;56;0;0;1;0;0;5;16;1;424;3
91;5;2016;2016m5 ;10;5;Valença;3306107;Interior          ;0;0;0;0;4;29;2;0;7;0;0;1;0;1;0;0;0;0;0;0;0;0;2;1;0;0;1;1;10;13;0;0;0;6;26;14;11;1;1;14;2;9;0;28;1;0;0;0;0;0;1;1;159;3
92;5;2016;2016m5 ;10;5;Rio das Flores;3304508;Interior          ;0;0;0;0;0;2;0;0;7;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;28;3
93;5;2016;2016m5 ;28;5;Volta Redonda;3306305;Interior          ;3;0;0;0;2;69;4;3;27;9;0;4;0;25;1;0;0;5;0;0;0;7;51;15;25;3;25;1;107;176;0;0;0;47;47;15;25;8;5;57;13;20;1;80;3;1;0;0;0;3;31;4;718;3
94;5;2016;2016m5 ;10;5;Piraí;3304003;Interior          ;0;0;0;0;0;13;4;1;4;0;0;2;2;0;0;0;0;1;0;0;0;3;8;0;1;0;1;0;17;19;0;0;0;1;9;3;6;0;3;9;1;10;0;9;1;0;0;0;0;0;1;2;97;3
95;5;2016;2016m5 ;10;5;Vassouras;3306206;Interior          ;1;1;0;0;2;31;0;0;6;0;0;2;1;2;0;0;0;2;0;0;0;0;7;4;1;0;3;0;12;20;0;0;0;5;2;2;0;0;1;4;1;4;0;22;1;0;0;0;0;2;4;2;121;3
96;5;2016;2016m5 ;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior          ;2;0;0;0;0;28;0;0;21;0;0;0;0;1;0;0;0;0;0;0;0;0;1;5;8;0;14;0;29;56;0;0;0;3;10;6;3;1;1;9;0;15;0;21;2;1;0;0;0;2;1;0;203;3
97;5;2016;2016m5 ;10;5;Mendes;3302809;Interior          ;0;0;0;1;0;5;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;1;2;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;34;3
98;5;2016;2016m5 ;10;5;Engenheiro Paulo de Frontin;3301801;Interior          ;0;0;0;0;0;9;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;5;0;0;0;6;8;5;2;1;0;4;0;1;0;6;0;0;0;0;0;0;0;0;43;3
99;5;2016;2016m5 ;37;5;Itatiaia;3302254;Interior          ;0;0;0;0;1;10;2;0;2;2;0;0;0;3;1;0;0;0;0;0;0;3;9;0;1;0;4;1;18;24;0;0;0;3;21;16;5;0;4;11;1;4;2;24;0;0;0;0;0;0;4;0;125;3
100;5;2016;2016m5 ;37;5;"Porto Real;Quatis";9999992;Interior          ;2;0;0;0;1;9;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;19;24;0;0;0;1;10;2;8;0;2;6;3;6;0;10;0;0;0;0;0;2;0;0;88;3
101;5;2016;2016m5 ;28;5;Pinheiral;3303955;Interior          ;0;0;0;0;0;23;1;0;1;3;0;1;0;2;0;0;0;0;0;0;0;0;6;0;0;1;1;0;7;9;0;0;0;4;5;5;0;0;0;5;0;3;0;23;1;0;0;0;0;0;2;1;89;3
104;5;2016;2016m5 ;30;7;São José do Vale do Rio Preto;3305158;Interior          ;0;0;0;0;0;13;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;2;3;3;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;43;3
105;5;2016;2016m5 ;26;7;Petrópolis;3303906;Interior          ;2;1;1;0;2;78;5;0;16;0;1;1;0;5;2;0;0;0;0;0;0;12;21;11;17;5;7;0;80;120;0;0;0;26;46;16;25;5;8;38;9;33;3;89;5;0;0;0;0;4;7;1;595;3
106;5;2016;2016m5 ;26;7;Petrópolis;3303906;Interior          ;1;0;0;0;0;23;0;2;13;0;0;1;1;0;0;0;0;0;0;0;0;2;4;8;0;2;1;0;25;36;0;0;0;2;9;5;4;0;3;11;0;12;0;28;0;0;0;0;0;1;0;1;165;3
107;5;2016;2016m5 ;38;7;Paraíba do Sul;3303708;Interior          ;0;0;0;0;0;13;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;8;12;0;0;0;1;10;8;2;0;1;7;0;3;0;13;0;1;0;0;0;0;0;0;78;3
108;5;2016;2016m5 ;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior          ;0;0;0;0;1;56;6;1;21;1;1;2;0;5;1;0;0;4;0;0;0;1;15;1;6;0;3;3;38;51;0;1;0;10;61;41;20;0;1;35;1;51;1;65;3;0;0;0;0;0;10;2;420;3
109;5;2016;2016m5 ;38;7;Sapucaia;3305406;Interior          ;0;0;0;0;0;5;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;12;12;0;1;0;0;19;13;6;0;3;12;0;4;0;11;0;0;0;0;0;0;0;0;77;3
110;5;2016;2016m5 ;30;7;Teresópolis;3305802;Interior          ;0;0;0;0;2;72;13;4;25;2;0;1;0;6;0;0;0;0;0;0;1;0;10;7;24;2;7;2;66;108;0;3;0;35;37;23;18;0;1;60;10;19;0;83;7;1;0;0;0;0;6;1;611;3
111;5;2016;2016m5 ;30;7;Sumidouro;3305703;Interior          ;0;0;0;0;0;6;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;16;3
112;5;2016;2016m5 ;30;7;Carmo;3301207;Interior          ;0;0;0;0;0;11;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;4;5;0;0;0;0;4;2;0;2;0;0;0;0;0;7;0;0;0;0;0;0;0;0;56;3
118;5;2016;2016m5 ;25;4;Araruama;3300209;Interior          ;8;0;1;0;3;45;3;2;41;6;2;3;1;18;1;0;0;5;0;0;0;5;41;22;3;1;10;0;87;123;0;1;0;23;19;7;10;4;13;32;4;8;0;69;2;0;0;0;0;9;24;3;446;3
119;5;2016;2016m5 ;35;4;Rio Bonito;3304300;Interior          ;0;0;0;0;0;18;1;5;14;2;0;2;2;5;0;0;0;0;0;0;0;1;12;11;6;0;3;0;19;39;0;0;0;7;12;8;2;2;4;9;0;14;0;10;1;1;0;0;0;0;5;2;152;3
120;5;2016;2016m5 ;35;4;Silva Jardim;3305604;Interior          ;2;0;0;0;1;12;0;2;5;0;0;3;1;0;0;0;0;0;0;0;0;0;4;0;0;0;1;1;9;11;0;0;0;2;1;1;0;0;2;4;0;2;0;10;1;1;0;0;0;2;0;3;61;3
121;5;2016;2016m5 ;32;6;Casimiro de Abreu;3301306;Interior          ;1;0;0;0;1;11;0;0;3;2;1;2;1;6;1;0;0;1;0;0;0;2;16;3;1;2;1;0;13;20;0;0;0;7;30;25;4;1;2;13;0;4;1;13;1;0;0;0;0;1;8;2;139;3
122;5;2016;2016m5 ;32;6;Conceição de Macabú;3301405;Interior          ;0;0;0;0;5;6;0;0;5;2;0;0;0;3;0;0;0;1;0;0;0;2;8;2;1;0;1;0;4;8;0;0;0;1;4;1;3;0;0;9;3;0;0;9;0;0;0;0;0;0;4;0;61;3
123;5;2016;2016m5 ;32;6;Macaé;3302403;Interior          ;8;0;0;1;3;54;6;0;43;9;2;17;2;109;3;0;0;19;0;2;1;25;189;12;25;2;30;1;119;189;0;0;0;49;42;3;31;8;10;59;13;11;0;52;2;0;0;0;0;9;131;17;823;3
124;5;2016;2016m5 ;25;4;Saquarema;3305505;Interior          ;3;0;0;0;1;36;3;0;16;2;0;4;0;8;0;0;0;0;0;0;0;2;16;8;2;1;4;0;43;58;0;0;0;8;10;10;0;0;10;4;3;6;0;25;4;1;0;0;0;3;8;4;230;3
125;5;2016;2016m5 ;25;4;São Pedro da Aldeia;3305208;Interior          ;5;0;0;0;2;21;2;1;17;0;1;5;1;8;0;0;0;1;0;1;0;5;22;9;6;1;4;1;48;69;0;1;0;9;19;14;4;1;4;14;2;5;0;17;1;0;0;0;0;5;9;5;242;3
126;5;2016;2016m5 ;25;4;Cabo Frio;3300704;Interior          ;4;0;0;1;16;51;14;5;35;3;1;9;1;37;5;0;0;6;0;1;0;13;76;26;21;0;10;0;101;158;0;2;0;44;81;10;64;10;16;84;41;18;1;83;3;0;2;0;0;5;48;9;765;3
127;5;2016;2016m5 ;25;4;Armação dos Búzios;3300233;Interior          ;0;0;0;0;1;11;0;0;2;1;0;0;0;8;0;0;0;0;0;0;0;1;10;4;0;0;3;0;46;53;0;2;0;13;5;2;3;0;3;10;2;9;0;19;0;0;0;0;0;0;8;0;196;3
128;5;2016;2016m5 ;32;6;Rio das Ostras;3304524;Interior          ;7;0;0;1;7;56;8;2;41;3;1;13;0;55;1;0;0;15;0;0;0;1;89;13;15;2;8;3;72;113;0;3;0;23;26;7;20;1;11;40;13;6;0;68;1;0;0;0;0;8;71;13;553;3
129;5;2016;2016m5 ;25;4;Iguaba Grande;3301876;Interior          ;0;0;0;0;0;9;0;0;8;1;1;3;0;2;0;0;0;1;0;1;0;1;10;4;1;0;3;2;12;22;0;0;0;1;3;2;1;0;3;2;0;2;1;6;0;0;0;0;0;0;3;3;84;3
130;5;2016;2016m5 ;32;6;"Quissamã;Carapebus";9999994;Interior          ;0;0;0;0;5;18;2;0;4;0;0;1;0;1;0;0;0;0;0;0;0;3;5;0;1;0;1;0;14;16;0;1;0;3;3;0;1;2;0;3;2;4;0;17;0;0;0;0;0;0;1;1;84;3
132;5;2016;2016m5 ;25;4;Arraial do Cabo;3300258;Interior          ;1;0;0;0;4;18;4;0;0;0;0;0;0;2;0;0;0;2;0;0;0;1;5;0;0;0;1;1;23;25;0;3;0;1;21;17;3;1;0;7;1;6;0;23;0;0;0;0;0;1;4;0;146;3
134;5;2016;2016m5 ;8;6;Campos dos Goytacazes;3301009;Interior          ;6;0;0;1;16;56;4;2;20;9;1;11;5;74;0;0;0;11;0;0;0;21;132;16;50;15;20;3;123;227;0;2;0;54;54;11;36;8;14;95;21;20;3;55;4;2;0;0;0;7;85;11;838;3
135;5;2016;2016m5 ;36;6;Itaocara;3302106;Interior          ;0;0;0;0;1;3;0;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;2;3;1;0;0;0;13;17;0;0;0;1;14;6;6;2;2;10;2;0;1;15;0;0;0;0;0;0;2;0;86;3
136;5;2016;2016m5 ;36;6;"Santo Antônio de Pádua;Aperibé";9999993;Interior          ;0;0;0;0;3;16;1;0;8;0;0;0;1;1;0;0;0;0;0;0;0;1;3;5;1;0;1;2;15;24;0;1;0;4;16;11;4;1;2;13;2;8;0;15;1;0;0;0;0;0;1;0;150;3
137;5;2016;2016m5 ;36;6;Miracema;3303005;Interior          ;0;0;0;0;1;18;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;2;8;13;0;0;0;2;12;9;3;0;0;2;1;1;0;12;0;1;1;0;0;0;0;0;84;3
138;5;2016;2016m5 ;29;6;Laje do Muriaé;3302304;Interior          ;0;0;0;0;0;9;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;3;0;0;0;0;2;2;1;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;28;3
139;5;2016;2016m5 ;29;6;Porciúncula;3304102;Interior          ;0;0;0;0;0;12;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;5;5;14;24;0;0;0;6;12;8;4;0;2;3;1;2;0;21;0;0;0;0;0;0;0;0;88;3
140;5;2016;2016m5 ;29;6;"Natividade;Varre-Sai";9999997;Interior          ;0;0;0;0;1;21;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;6;10;0;2;0;0;10;8;3;0;1;7;0;0;0;8;0;0;0;0;0;0;0;0;75;3
141;5;2016;2016m5 ;8;6;São Fidélis;3304805;Interior          ;0;0;0;0;0;11;2;0;7;0;0;1;0;0;2;0;0;0;0;0;0;0;3;1;0;0;1;0;11;13;0;1;0;7;9;7;4;0;0;11;1;1;1;18;1;0;0;0;0;0;2;1;100;3
142;5;2016;2016m5 ;36;6;Cambuci;3300902;Interior          ;0;0;0;0;0;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;2;0;0;0;4;2;1;1;0;0;3;0;0;0;6;0;0;0;0;0;0;1;0;35;3
143;5;2016;2016m5 ;29;6;"Itaperuna;São José de Ubá";9999996;Interior          ;0;0;0;0;6;57;0;0;23;1;1;0;0;0;0;0;0;1;0;0;0;1;4;3;8;1;14;4;34;64;0;0;0;8;42;28;18;0;3;41;8;9;0;64;2;0;0;0;0;0;1;0;334;3
144;5;2016;2016m5 ;29;6;Bom Jesus de Itabapoana;3300605;Interior          ;0;0;0;0;0;19;4;0;1;1;0;0;0;1;0;0;0;0;0;0;0;2;4;2;0;0;5;4;11;22;0;0;0;6;7;2;5;1;3;10;0;1;0;23;1;1;0;0;0;0;1;0;116;3
145;5;2016;2016m5 ;8;6;São João da Barra;3305000;Interior          ;1;0;0;0;0;16;3;0;5;2;1;1;0;1;0;0;0;1;0;0;0;0;6;3;0;3;0;1;24;31;0;0;0;5;5;4;1;0;2;2;0;0;0;16;0;0;0;0;0;1;2;1;109;3
146;5;2016;2016m5 ;8;6;Campos dos Goytacazes;3301009;Interior          ;19;0;0;0;14;36;2;6;28;6;0;5;1;21;3;0;0;5;0;0;0;6;47;11;2;1;0;2;36;52;0;1;0;8;44;8;26;10;11;78;28;18;0;34;5;0;0;0;0;19;29;5;394;3
147;5;2016;2016m5 ;8;6;São Francisco de Itabapoana;3304755;Interior          ;3;0;0;0;0;14;1;0;6;1;0;0;0;1;0;0;0;0;0;0;0;0;2;4;1;0;0;0;15;20;0;0;0;0;3;1;0;2;1;4;0;1;0;12;0;0;0;0;0;3;1;0;87;3
148;5;2016;2016m5 ;29;6;"Cardoso Moreira;Italva";9999995;Interior          ;0;0;0;0;0;12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;6;0;0;0;1;3;1;1;1;0;2;1;0;0;14;0;1;0;0;0;0;0;0;53;3
151;5;2016;2016m5 ;11;7;Nova Friburgo;3303401;Interior          ;1;0;0;0;2;80;2;2;20;4;0;0;1;6;0;0;0;0;0;1;0;2;14;7;7;1;12;3;61;91;0;1;1;20;26;6;18;2;2;41;13;18;1;98;0;0;0;0;0;1;6;0;523;3
152;5;2016;2016m5 ;11;7;Duas Barras;3301603;Interior          ;0;0;0;0;0;12;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;5;9;0;0;0;1;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;42;3
153;5;2016;2016m5 ;11;7;Cantagalo;3301108;Interior          ;0;0;0;0;0;14;1;1;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;6;0;0;0;1;6;5;0;1;2;0;0;2;0;7;0;0;0;0;0;0;0;0;51;3
154;5;2016;2016m5 ;11;7;"Cordeiro;Macuco";9999998;Interior          ;0;0;0;0;1;13;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;0;7;10;0;0;0;6;8;7;1;0;2;3;0;4;0;10;0;0;0;0;0;0;0;0;77;3
155;5;2016;2016m5 ;36;6;São Sebastião do Alto;3305307;Interior          ;1;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;18;3
156;5;2016;2016m5 ;11;7;Santa Maria Madalena;3304607;Interior          ;0;0;0;0;0;1;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;2;3;0;0;0;1;2;0;1;1;0;3;0;1;0;1;0;0;0;0;0;0;0;1;23;3
157;5;2016;2016m5 ;11;7;Trajano de Morais;3305901;Interior          ;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;0;0;1;1;1;0;0;1;0;0;3;0;6;0;0;0;0;0;0;0;0;30;3
