Última Medição;2018m12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Download em;2019m01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Site;http://www.ispdados.rj.gov.br/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CISP;mes;vano;mes_ano;AISP;RISP;munic;mcirc;Regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;indicador_letalidade;indicador_roubo_rua;indicador_roubo_veic;registro_ocorrencias;fase
144;5;2003;2003m5;29;6;Bom Jesus de Itabapoana;3300605;Interior;0;0;0;0;2;11;0;1;6;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;3;;14;17;0;0;0;1;3; ; ; ;1;;;;;13;1;0;0;0;0;0;0;0;88;3
145;5;2003;2003m5;8;6;São João da Barra;3305000;Interior;0;0;0;0;1;19;0;2;8;0;0;0;0;1;0;0;0;1;0;0;;0;2;1;0;0;0;;18;19;0;0;0;1;0; ; ; ;0;;;;;13;2;1;0;0;0;0;2;0;76;3
146;5;2003;2003m5;8;6;"Campos dos Goytacazes;São Francisco de Itabapoana";9999987;Interior;9;0;0;0;7;77;0;8;56;4;1;5;0;3;8;0;0;3;0;1;;2;27;8;1;0;0;;64;73;0;0;0;0;13; ; ; ;7;;;;;74;4;0;0;0;0;9;14;5;403;3
151;5;2003;2003m5;11;7;Nova Friburgo;3303401;Interior;3;0;0;0;2;81;3;1;45;6;2;2;0;8;4;0;0;1;0;1;;6;30;20;4;0;2;;108;134;0;0;0;8;14; ; ; ;7;;;;;105;5;2;0;0;0;3;13;2;479;3
152;5;2003;2003m5;11;7;Duas Barras;3301603;Interior;1;0;0;0;0;5;0;0;3;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;5;5;0;0;0;0;0; ; ; ;0;;;;;3;0;0;0;0;0;1;0;0;17;3
153;5;2003;2003m5;11;7;Cantagalo;3301108;Interior;0;0;0;0;0;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;0;0;0;;13;14;0;0;0;0;0; ; ; ;0;;;;;9;0;0;0;0;0;0;0;0;39;3
154;5;2003;2003m5;11;7;"Cordeiro;Macuco";9999998;Interior;1;0;0;0;2;24;0;0;3;1;0;0;0;0;0;0;0;0;0;0;;0;1;0;1;0;0;;27;28;0;1;0;1;3; ; ; ;1;;;;;17;1;0;0;0;0;1;0;0;102;3
155;5;2003;2003m5;36;6;São Sebastião do Alto;3305307;Interior;0;0;0;0;0;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;3;3;0;0;0;0;0; ; ; ;1;;;;;3;0;0;0;0;0;0;0;0;21;3
156;5;2003;2003m5;11;7;Santa Maria Madalena;3304607;Interior;0;0;0;0;0;5;0;0;3;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;3;3;0;0;0;1;0; ; ; ;0;;;;;5;0;0;0;0;0;0;0;0;28;3
157;5;2003;2003m5;11;7;Trajano de Morais;3305901;Interior;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;0;0;;3;4;0;0;0;1;0; ; ; ;1;;;;;8;0;0;0;0;0;1;0;0;28;3
158;5;2003;2003m5;11;7;Bom Jardim;3300506;Interior;4;0;0;0;1;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;0;1;1;0;0;0;;11;12;0;1;0;1;0; ; ; ;1;;;;;12;0;0;0;0;0;4;0;0;43;3
159;5;2003;2003m5;35;4;Cachoeiras de Macacu;3300803;Interior;5;0;0;0;0;27;0;1;15;2;2;3;0;1;0;0;0;1;0;0;;0;9;1;0;0;0;;27;28;0;0;0;2;1; ; ; ;3;;;;;14;1;0;0;0;0;5;2;3;112;3
165;5;2003;2003m5;33;5;Mangaratiba;3302601;Interior;2;0;0;0;1;14;0;0;9;1;0;1;0;0;2;0;0;0;0;0;;1;5;3;0;0;2;;24;29;0;0;0;2;0; ; ; ;3;;;;;18;0;0;0;0;0;2;2;1;106;3
166;5;2003;2003m5;33;5;Angra dos Reis;3300100;Interior;4;0;0;0;8;83;4;3;46;3;0;3;0;4;2;0;0;1;0;1;;2;16;11;5;0;3;;89;108;0;1;0;10;17; ; ; ;5;;;;;78;5;2;0;0;0;4;7;3;418;3
167;5;2003;2003m5;33;5;Paraty;3303807;Interior;1;0;0;0;3;22;0;1;7;2;0;0;0;1;0;0;0;0;0;0;;0;3;2;0;0;0;;54;56;0;0;0;1;8; ; ; ;0;;;;;13;2;0;0;0;0;1;1;0;151;3
168;5;2003;2003m5;10;5;Rio Claro;3304409;Interior;0;1;0;0;0;9;0;1;2;0;1;0;0;0;0;0;0;0;0;0;;0;1;1;0;0;1;;10;12;0;0;0;0;1; ; ; ;0;;;;;2;0;0;0;0;0;1;0;0;42;3
1;6;2003;2003m6;5;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;29;0;0;20;8;0;4;3;34;4;1;0;19;1;12;;8;94;13;46;1;25;;78;163;0;1;0;63;4; ; ; ;8;;;;;21;3;0;0;0;0;0;57;4;587;3
4;6;2003;2003m6;5;1;Rio de Janeiro;3304557;Capital;1;0;0;0;2;36;0;2;26;4;1;11;1;29;3;0;0;19;0;1;;16;85;6;20;1;12;;32;71;0;0;0;5;52; ; ; ;6;;;;;29;4;1;0;0;0;1;51;11;412;3
5;6;2003;2003m6;13;1;Rio de Janeiro;3304557;Capital;1;0;1;0;6;53;4;1;24;13;1;10;1;39;1;0;0;28;0;9;;23;125;17;37;1;30;;99;184;0;1;0;31;21; ; ; ;11;;;;;49;1;1;0;0;0;2;68;10;660;3
6;6;2003;2003m6;1;1;Rio de Janeiro;3304557;Capital;8;0;0;1;6;35;3;0;29;11;0;24;7;17;15;0;0;19;0;1;;23;117;16;9;1;2;;44;72;0;0;0;9;34; ; ; ;50;;;;;38;2;4;0;0;0;9;51;24;453;3
7;6;2003;2003m6;1;1;Rio de Janeiro;3304557;Capital;2;0;0;1;0;17;0;0;1;1;0;12;1;6;0;0;0;1;0;0;;11;32;7;0;0;1;;22;30;0;0;0;1;2; ; ; ;14;;;;;21;1;0;0;0;0;3;7;12;135;3
9;6;2003;2003m6;2;1;Rio de Janeiro;3304557;Capital;0;0;0;1;0;24;0;3;37;7;3;25;1;22;5;0;0;16;0;1;;37;117;45;19;0;13;;122;199;0;2;0;18;5; ; ; ;13;;;;;33;0;2;0;0;0;1;43;25;505;3
10;6;2003;2003m6;2;1;Rio de Janeiro;3304557;Capital;2;0;1;0;0;36;2;1;42;10;2;17;1;18;4;0;0;22;1;1;;19;95;37;21;0;22;;110;190;0;2;0;20;12; ; ; ;8;;;;;33;3;2;0;0;0;3;44;17;520;3
12;6;2003;2003m6;19;1;Rio de Janeiro;3304557;Capital;1;0;0;2;4;41;1;1;13;2;2;2;0;9;1;0;0;6;1;0;;20;43;15;32;2;22;;133;204;0;0;0;17;10; ; ; ;8;;;;;40;5;0;0;0;0;3;16;2;466;3
13;6;2003;2003m6;19;1;Rio de Janeiro;3304557;Capital;0;0;0;0;1;30;0;0;7;4;2;2;0;13;5;0;0;11;1;0;;14;52;11;13;0;15;;79;118;0;2;0;10;7; ; ; ;3;;;;;28;1;1;0;0;0;0;29;2;343;3
14;6;2003;2003m6;23;1;Rio de Janeiro;3304557;Capital;1;0;1;0;1;26;1;3;29;13;2;10;0;18;0;0;0;16;0;2;;41;102;26;39;0;25;;147;237;0;1;0;22;5; ; ; ;15;;;;;28;0;0;0;1;0;2;34;10;609;3
15;6;2003;2003m6;23;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;30;0;3;40;5;0;7;1;4;10;0;0;4;1;0;;15;47;11;8;0;7;;65;91;0;0;0;8;3; ; ; ;19;;;;;20;3;3;0;0;0;0;18;7;303;3
16;6;2003;2003m6;31;2;Rio de Janeiro;3304557;Capital;8;0;0;0;1;121;4;2;97;16;3;37;4;22;8;0;0;11;2;4;;70;177;33;11;2;10;;216;272;0;1;0;30;6; ; ; ;18;;;;;93;4;6;0;0;0;8;41;37;986;3
17;6;2003;2003m6;4;1;Rio de Janeiro;3304557;Capital;0;0;0;7;0;40;1;0;66;7;0;33;12;26;11;0;0;15;0;2;;42;148;13;11;2;9;;71;106;0;1;0;5;47; ; ; ;57;;;;;28;1;3;0;0;0;7;52;33;659;3
18;6;2003;2003m6;6;1;Rio de Janeiro;3304557;Capital;0;0;1;0;1;38;2;1;33;6;0;27;3;29;2;0;0;23;0;1;;29;120;40;21;0;11;;72;144;0;1;0;5;8; ; ; ;16;;;;;18;0;1;0;0;0;1;54;27;456;3
19;6;2003;2003m6;6;1;Rio de Janeiro;3304557;Capital;2;0;0;0;4;47;2;1;15;10;2;20;2;28;2;0;0;23;0;6;;31;124;24;27;1;15;;83;150;0;2;0;15;11; ; ; ;12;;;;;48;2;0;0;0;0;2;53;20;548;3
20;6;2003;2003m6;6;1;Rio de Janeiro;3304557;Capital;0;0;1;0;3;39;0;0;21;9;1;51;1;26;2;1;0;16;0;3;;58;168;33;8;0;6;;76;123;0;1;0;16;7; ; ; ;41;;;;;43;6;2;0;0;0;1;44;51;487;3
21;6;2003;2003m6;22;1;Rio de Janeiro;3304557;Capital;16;0;0;4;21;83;2;4;54;16;0;108;15;49;38;0;0;27;0;9;;106;368;32;10;1;2;;77;122;0;0;0;14;56; ; ; ;100;;;;;51;9;7;0;0;1;20;114;108;934;3
22;6;2003;2003m6;16;1;Rio de Janeiro;3304557;Capital;6;0;0;2;1;63;1;1;36;19;1;146;11;24;9;0;0;31;0;7;;92;340;37;11;0;4;;78;130;0;0;0;11;12; ; ; ;144;;;;;56;5;0;0;0;0;8;64;146;777;3
23;6;2003;2003m6;3;1;Rio de Janeiro;3304557;Capital;1;0;0;1;6;55;3;3;42;16;0;90;12;36;2;0;0;40;1;2;;104;303;37;18;1;11;;96;163;0;1;0;26;1; ; ; ;54;;;;;51;8;1;0;0;0;2;78;90;733;3
24;6;2003;2003m6;3;1;Rio de Janeiro;3304557;Capital;10;0;0;1;3;49;3;0;30;11;0;93;3;24;4;0;0;20;0;8;;91;254;17;8;0;2;;48;75;0;0;0;6;11; ; ; ;61;;;;;46;4;1;0;0;0;11;48;93;553;3
25;6;2003;2003m6;3;1;Rio de Janeiro;3304557;Capital;2;0;0;7;7;27;0;0;18;6;1;46;4;25;1;0;0;16;0;11;;53;163;10;6;0;5;;47;68;0;0;0;6;76; ; ; ;70;;;;;10;2;3;0;1;0;9;42;46;482;3
26;6;2003;2003m6;3;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;0;0;0;0;0;0;0; ; ; ;0;;;;;0;0;0;0;0;0;0;0;0;1;3
27;6;2003;2003m6;9;2;Rio de Janeiro;3304557;Capital;3;0;1;1;4;66;1;4;23;22;6;122;3;26;4;0;0;22;2;4;;103;314;43;0;1;5;;65;114;0;0;0;14;3; ; ; ;67;;;;;62;4;0;0;0;0;5;52;122;647;3
28;6;2003;2003m6;9;2;Rio de Janeiro;3304557;Capital;4;0;0;1;1;61;2;1;31;16;1;58;3;21;8;0;0;14;1;9;;59;190;14;5;0;1;;35;55;0;1;0;14;3; ; ; ;37;;;;;68;7;0;0;0;0;5;43;58;484;3
29;6;2003;2003m6;9;2;Rio de Janeiro;3304557;Capital;6;0;0;1;1;55;0;4;37;12;1;61;4;34;16;0;0;41;2;8;;46;225;18;33;0;9;;71;131;0;0;0;14;10; ; ; ;24;;;;;45;3;1;0;0;0;7;91;61;565;3
30;6;2003;2003m6;9;2;Rio de Janeiro;3304557;Capital;3;0;0;4;1;83;2;2;27;11;0;80;4;37;6;0;0;24;1;6;;61;230;20;7;1;1;;49;78;0;1;0;10;4; ; ; ;35;;;;;67;7;4;1;0;0;7;67;80;566;3
31;6;2003;2003m6;14;2;Rio de Janeiro;3304557;Capital;0;0;0;0;0;7;0;0;0;0;0;2;0;2;0;0;0;0;0;0;;2;6;2;0;0;0;;4;6;0;0;0;0;1; ; ; ;1;;;;;10;0;0;0;0;0;0;2;2;35;3
32;6;2003;2003m6;18;2;Rio de Janeiro;3304557;Capital;8;0;0;1;7;156;5;3;82;14;1;39;2;22;23;0;0;14;0;8;;31;154;12;5;1;5;;86;109;0;1;0;14;33; ; ; ;40;;;;;123;6;1;0;0;0;9;59;39;748;3
33;6;2003;2003m6;14;2;Rio de Janeiro;3304557;Capital;15;0;0;0;5;78;1;5;60;10;1;52;7;25;5;0;0;12;0;9;;38;159;40;7;0;4;;69;120;0;0;0;15;14; ; ; ;32;;;;;71;11;0;0;0;0;15;42;52;680;3
34;6;2003;2003m6;14;2;Rio de Janeiro;3304557;Capital;15;0;0;0;3;104;6;4;41;12;3;75;7;40;13;0;0;27;2;3;;66;248;33;15;0;7;;100;155;0;1;0;20;39; ; ; ;91;;;;;102;13;7;1;0;0;15;80;75;914;3
35;6;2003;2003m6;39;2;Rio de Janeiro;3304557;Capital;20;0;0;0;4;249;8;5;98;22;6;67;5;33;21;0;0;19;2;6;;61;242;48;37;4;19;;189;297;0;0;0;33;23; ; ; ;52;;;;;199;13;8;0;1;0;20;73;67;1325;3
36;6;2003;2003m6;27;2;Rio de Janeiro;3304557;Capital;17;0;0;1;4;151;5;9;66;13;3;32;8;11;16;0;0;10;0;2;;19;114;18;5;0;3;;91;117;0;0;0;3;20; ; ; ;33;;;;;113;14;2;0;0;0;18;37;32;700;3
37;6;2003;2003m6;17;1;Rio de Janeiro;3304557;Capital;4;0;0;1;6;73;5;0;35;14;2;117;6;29;8;0;0;31;1;0;;104;312;24;5;1;14;;75;119;0;2;0;15;11; ; ; ;93;;;;;63;11;4;0;0;0;5;68;117;759;3
38;6;2003;2003m6;16;1;Rio de Janeiro;3304557;Capital;0;0;0;1;3;79;0;2;50;12;2;110;15;27;8;0;0;21;1;5;;74;275;33;6;0;2;;51;92;0;1;0;5;12; ; ; ;107;;;;;52;8;5;0;0;0;1;56;110;719;3
39;6;2003;2003m6;9;2;Rio de Janeiro;3304557;Capital;20;0;0;18;13;80;1;4;24;6;0;101;9;30;22;0;0;21;0;4;;88;281;16;10;1;4;;54;85;0;2;0;7;15; ; ; ;73;;;;;88;5;0;0;0;0;38;73;101;700;3
40;6;2003;2003m6;9;2;Rio de Janeiro;3304557;Capital;5;0;0;5;5;49;2;3;25;7;0;68;8;20;16;0;0;11;0;3;;47;180;9;4;1;1;;35;50;0;0;0;10;8; ; ; ;69;;;;;46;4;2;0;0;0;10;47;68;494;3
41;6;2003;2003m6;18;2;Rio de Janeiro;3304557;Capital;4;0;0;1;2;35;1;1;34;8;2;26;2;13;3;0;0;19;0;6;;28;107;32;4;1;1;;68;106;0;1;0;8;4; ; ; ;18;;;;;62;5;3;0;0;0;5;35;26;431;3
43;6;2003;2003m6;39;2;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;0;0;0;0;0;0;0; ; ; ;0;;;;;0;0;0;0;0;0;0;0;0;0;3
44;6;2003;2003m6;3;1;Rio de Janeiro;3304557;Capital;14;0;0;4;3;20;1;2;24;5;0;86;13;25;4;1;0;12;0;0;;86;232;17;0;0;5;;53;75;0;0;0;5;15; ; ; ;87;;;;;24;3;2;0;0;0;18;41;86;512;3
48;6;2003;2003m6;24;3;Seropédica;3305554;Baixada Fluminense;5;0;0;0;3;28;0;5;22;0;0;10;1;2;0;0;0;4;0;0;;7;24;4;1;0;0;;27;32;0;0;0;1;3; ; ; ;10;;;;;22;2;2;0;0;0;5;6;10;178;3
50;6;2003;2003m6;24;3;Itaguaí;3302007;Baixada Fluminense;9;0;0;0;6;58;1;5;46;2;11;5;0;5;4;0;0;1;0;2;;3;33;9;2;0;2;;35;48;0;0;0;4;2; ; ; ;8;;;;;36;0;0;0;0;0;9;10;5;249;3
51;6;2003;2003m6;24;3;Paracambi;3303609;Baixada Fluminense;0;0;0;1;0;24;0;0;6;0;0;2;1;0;0;0;0;0;0;1;;1;5;0;0;0;1;;15;16;0;0;0;1;1; ; ; ;2;;;;;23;1;0;0;0;0;1;0;2;102;3
52;6;2003;2003m6;20;3;Nova Iguaçu;3303500;Baixada Fluminense;2;0;0;0;5;86;2;6;38;11;2;74;19;40;4;0;0;13;0;7;;47;217;28;15;0;4;;56;103;0;1;0;13;1; ; ; ;28;;;;;116;2;0;0;0;0;2;57;74;632;3
53;6;2003;2003m6;20;3;Mesquita;3302858;Baixada Fluminense;8;0;0;1;0;73;5;3;24;4;1;23;2;14;7;0;0;5;0;2;;21;79;10;2;0;1;;41;54;0;0;0;7;7; ; ; ;27;;;;;75;5;4;1;0;0;9;26;23;389;3
54;6;2003;2003m6;20;3;Belford Roxo;3300456;Baixada Fluminense;20;0;1;2;10;150;13;4;34;7;0;50;5;20;6;0;0;8;0;2;;43;141;15;3;0;2;;113;133;0;0;0;7;20; ; ; ;26;;;;;114;22;0;0;0;0;23;34;50;733;3
55;6;2003;2003m6;24;3;"Queimados;Japeri";9999981;Baixada Fluminense;13;0;1;0;5;75;8;3;27;1;1;12;7;2;4;0;0;2;0;0;;8;37;4;0;1;4;;39;48;0;1;0;3;8; ; ; ;9;;;;;60;8;0;0;0;0;14;8;12;324;3
56;6;2003;2003m6;20;3;Nova Iguaçu;3303500;Baixada Fluminense;19;0;0;0;5;71;0;9;20;8;2;35;3;12;4;0;0;3;0;1;;28;96;5;1;0;0;;40;46;0;0;0;4;8; ; ; ;17;;;;;66;5;1;0;0;0;19;19;35;376;3
57;6;2003;2003m6;20;3;Nilópolis;3303203;Baixada Fluminense;6;0;0;0;0;59;2;1;17;9;0;22;0;18;3;1;0;8;0;1;;19;81;21;7;0;5;;40;73;0;0;0;9;11; ; ; ;21;;;;;59;5;0;0;0;0;6;29;22;378;3
58;6;2003;2003m6;20;3;Nova Iguaçu;3303500;Baixada Fluminense;25;0;0;1;3;112;0;2;29;4;0;50;2;8;3;0;0;5;0;0;;32;104;8;1;0;0;;36;45;0;0;0;1;7; ; ; ;45;;;;;110;5;2;0;0;0;26;16;50;481;3
59;6;2003;2003m6;15;3;Duque de Caxias;3301702;Baixada Fluminense;21;1;1;4;8;153;5;3;50;19;4;108;13;64;18;0;0;54;1;15;;97;393;53;17;1;11;;115;197;0;4;0;27;19; ; ; ;92;;;;;165;12;3;0;0;0;27;136;108;1153;3
60;6;2003;2003m6;15;3;Duque de Caxias;3301702;Baixada Fluminense;21;0;0;1;5;65;5;1;42;7;1;30;8;11;18;0;0;5;0;2;;19;101;14;0;0;3;;41;58;0;0;0;1;15; ; ; ;44;;;;;42;5;4;0;0;0;22;34;30;441;3
61;6;2003;2003m6;15;3;Duque de Caxias;3301702;Baixada Fluminense;5;0;0;0;0;18;2;3;15;0;4;9;0;1;0;0;0;0;0;0;;5;19;1;1;0;1;;13;16;0;0;0;1;0; ; ; ;14;;;;;20;1;0;0;0;0;5;1;9;116;3
62;6;2003;2003m6;15;3;Duque de Caxias;3301702;Baixada Fluminense;4;0;0;1;1;52;2;6;8;1;1;16;2;5;2;0;0;1;0;0;;8;36;5;1;0;2;;18;26;0;0;0;3;14; ; ; ;18;;;;;25;1;2;0;0;0;5;8;16;202;3
64;6;2003;2003m6;21;3;São João de Meriti;3305109;Baixada Fluminense;12;0;0;1;17;193;3;6;57;14;2;74;8;22;14;0;0;13;1;6;;53;207;28;14;0;3;;70;115;0;0;0;13;14; ; ; ;52;;;;;99;13;0;0;0;0;13;49;74;815;3
65;6;2003;2003m6;34;3;"Magé;Guapimirim";9999982;Baixada Fluminense;1;0;0;0;2;104;2;1;27;0;9;14;6;4;2;0;0;0;1;2;;11;49;3;1;0;1;;56;61;0;0;0;3;2; ; ; ;9;;;;;81;2;2;0;0;0;1;6;14;326;3
66;6;2003;2003m6;34;3;Magé;3302502;Baixada Fluminense;11;0;0;0;1;48;1;2;15;1;1;7;2;8;2;0;0;0;0;0;;1;22;6;0;0;1;;25;32;0;0;0;2;1; ; ; ;6;;;;;45;3;1;0;0;0;11;10;7;232;3
71;6;2003;2003m6;35;4;"Itaboraí;Tanguá";9999983;Interior;13;0;0;1;4;101;3;7;35;4;8;26;10;10;31;0;0;7;0;4;;19;119;8;3;2;1;;73;87;0;1;0;7;4; ; ; ;30;;;;;86;5;1;0;0;0;14;48;26;518;3
72;6;2003;2003m6;7;4;São Gonçalo;3304904;Grande Niterói;5;0;0;1;6;111;6;2;27;0;1;52;4;19;8;0;0;15;1;0;;51;151;23;9;1;7;;50;90;0;2;0;5;12; ; ; ;74;;;;;122;3;0;0;0;0;6;42;52;640;3
73;6;2003;2003m6;7;4;São Gonçalo;3304904;Grande Niterói;9;0;0;2;4;51;1;0;44;6;0;13;0;2;4;0;0;2;0;2;;13;42;15;1;0;0;;24;40;0;1;0;5;6; ; ; ;28;;;;;45;3;2;0;0;0;11;8;13;313;3
74;6;2003;2003m6;7;4;São Gonçalo;3304904;Grande Niterói;11;0;0;1;2;98;5;6;39;6;4;30;2;35;22;0;0;9;1;6;;17;132;17;6;0;10;;73;106;0;2;0;6;13; ; ; ;27;;;;;114;3;1;0;0;0;12;66;30;590;3
75;6;2003;2003m6;7;4;São Gonçalo;3304904;Grande Niterói;12;0;0;0;4;41;1;0;40;4;2;10;0;5;5;0;0;3;1;0;;8;38;2;0;0;1;;39;42;0;0;0;3;10; ; ; ;12;;;;;40;5;0;0;0;0;12;13;10;274;3
76;6;2003;2003m6;12;4;Niterói;3303302;Grande Niterói;5;0;0;0;5;45;5;2;35;20;1;7;2;43;13;0;0;29;0;15;;19;149;44;68;0;18;;155;285;0;3;0;32;9; ; ; ;14;;;;;65;1;1;0;0;0;5;85;7;715;3
77;6;2003;2003m6;12;4;Niterói;3303302;Grande Niterói;3;1;0;0;3;47;1;0;19;8;3;21;0;21;5;0;0;18;2;5;;16;99;63;10;0;9;;78;160;0;2;0;12;20; ; ; ;17;;;;;33;1;0;0;0;0;4;44;21;473;3
78;6;2003;2003m6;12;4;Niterói;3303302;Grande Niterói;5;0;0;0;0;61;4;1;24;7;2;30;2;12;13;0;0;14;0;2;;22;104;16;2;0;1;;49;68;0;0;0;6;15; ; ; ;31;;;;;66;2;2;0;0;0;5;39;30;411;3
79;6;2003;2003m6;12;4;Niterói;3303302;Grande Niterói;2;0;1;0;4;51;3;1;12;1;1;7;0;5;5;0;0;6;0;1;;9;35;9;1;0;3;;27;40;0;0;0;1;20; ; ; ;8;;;;;47;3;0;0;0;0;3;16;7;231;3
81;6;2003;2003m6;12;4;Niterói;3303302;Grande Niterói;2;0;0;0;3;40;0;0;25;7;4;7;0;4;6;0;0;4;3;1;;7;43;14;3;1;1;;56;75;0;1;0;3;2; ; ; ;6;;;;;34;2;0;1;0;0;2;14;7;248;3
82;6;2003;2003m6;12;4;Maricá;3302700;Grande Niterói;3;0;0;0;1;38;1;5;16;2;1;4;1;4;4;0;0;1;0;0;;7;24;4;0;0;5;;61;70;0;1;0;6;2; ; ; ;10;;;;;52;3;0;0;0;0;3;9;4;294;3
88;6;2003;2003m6;10;5;Barra do Pirai;3300308;Interior;3;0;0;0;2;68;2;2;17;3;0;0;0;2;0;0;0;2;0;2;;0;9;1;1;0;0;;26;28;0;0;0;1;10; ; ; ;1;;;;;41;1;0;0;0;0;3;4;0;205;3
89;6;2003;2003m6;37;5;Resende;3304201;Interior;10;0;0;0;4;74;1;3;25;14;3;4;1;10;6;0;0;2;0;2;;4;46;11;8;1;2;;86;108;0;2;0;4;9; ; ; ;10;;;;;70;7;1;0;0;0;10;18;4;439;3
90;6;2003;2003m6;28;5;Barra Mansa;3300407;Interior;0;0;1;0;1;55;2;2;35;7;0;0;0;5;1;0;0;0;0;1;;4;18;10;2;0;0;;46;58;0;0;0;2;12; ; ; ;7;;;;;67;8;0;0;0;0;1;6;0;312;3
91;6;2003;2003m6;10;5;Valença;3306107;Interior;0;0;0;0;0;43;2;0;14;0;1;0;0;1;0;0;0;0;0;0;;0;2;4;2;0;1;;37;44;0;0;0;2;1; ; ; ;3;;;;;38;3;0;0;0;0;0;1;0;171;3
92;6;2003;2003m6;10;5;Rio das Flores;3304508;Interior;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;3;3;0;0;0;0;0; ; ; ;0;;;;;0;0;0;0;0;0;0;0;0;11;3
93;6;2003;2003m6;28;5;Volta Redonda;3306305;Interior;5;0;0;0;3;127;6;0;78;11;0;7;3;12;0;0;0;4;0;3;;7;47;14;6;0;1;;113;134;0;0;0;7;23; ; ; ;11;;;;;117;9;2;0;0;0;5;16;7;628;3
94;6;2003;2003m6;10;5;"Piraí;Pinheiral";9999988;Interior;1;0;0;0;1;23;1;1;9;3;1;8;8;0;0;0;0;0;0;0;;3;23;1;0;0;0;;12;13;0;0;0;1;2; ; ; ;3;;;;;7;1;1;0;0;0;1;0;8;90;3
95;6;2003;2003m6;10;5;Vassouras;3306206;Interior;3;0;0;0;0;26;0;2;8;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;0;0;0;;15;16;0;0;0;1;1; ; ; ;2;;;;;18;0;1;0;0;0;3;0;0;88;3
96;6;2003;2003m6;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior;2;0;1;0;1;29;2;0;19;0;0;0;0;0;0;0;0;0;0;0;;1;1;5;0;0;0;;36;41;0;0;0;1;1; ; ; ;0;;;;;33;1;1;0;0;0;3;0;0;153;3
97;6;2003;2003m6;10;5;Mendes;3302809;Interior;0;0;0;0;0;14;0;0;12;0;0;0;0;1;0;0;0;0;0;0;;0;1;0;0;0;0;;10;10;0;0;0;2;0; ; ; ;1;;;;;10;5;0;0;0;0;0;1;0;68;3
98;6;2003;2003m6;10;5;Engenheiro Paulo de Frontin;3301801;Interior;0;0;0;0;1;12;0;0;5;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;7;7;0;0;0;0;0; ; ; ;1;;;;;6;0;0;0;0;0;0;0;0;32;3
99;6;2003;2003m6;37;5;Itatiaia;3302254;Interior;0;0;0;0;2;26;0;0;9;2;0;0;0;3;0;0;0;0;0;0;;3;8;3;0;0;1;;44;48;0;0;0;1;1; ; ; ;0;;;;;16;2;0;0;0;0;0;3;0;148;3
100;6;2003;2003m6;28;5;"Porto Real;Quatis";9999992;Interior;0;0;0;0;1;7;0;0;2;1;0;0;0;0;0;0;0;0;0;0;;1;2;1;0;0;0;;7;8;0;0;0;1;0; ; ; ;1;;;;;12;0;1;0;0;0;0;0;0;43;3
